SÍFILIS CONGÊNITA - Casos confirmados notificados no Sistema de Informação de Agravos de Notificação - Distrito Federal
Casos confirmados por Município de residência e Ano Diagnóstico
Ano Diagnóstico: 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024
Município de residência: 530010 BRASILIA
Período:2015-2024
"Município de residência";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023";"2024";"Total"
"530010 BRASILIA";203;220;283;388;298;291;355;399;320;146;2903
"Total";203;220;283;388;298;291;355;399;320;146;2903
 Fonte: Ministério da Saúde/SVSA - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 Períodos Disponíveis ou Período - Correspondem aos anos de notificação dos casos.
 Para tabular os dados de Sífilis Congênita acesse o Caderno de Análise, pelo link: http://portalsinan.saude.gov.br/doencas-e-agravos
 Dados de 2020 e 2024 do Espírito Santo não estão disponíveis neste sistema pois são oriundos do Sistema de Informação e-SUS VS, em uso pelo estado desde janeiro de 2020.
 Dados de 2007 a junho de 2024 atualizados em 30/06/2024, dados sujeitos à revisão.
 * Dados disponibilizados no TABNET em outubro de 2024.
 
